pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_rad,st_teff,st_logg,prediction,probability
1.82069,3.049,12340.0,15.6593,1.35,6155.0,4.24,1,0.8966899240495543
3.39829,2.634,4340.0,7.06633,1.09,6271.0,4.45,1,0.5742175652722686
4.2337078,2.008,7690.0,19.6222,1.46,6333.7,4.21,0,0.4016992165049518
3.9227122,2.555,11953.0,7.23153,0.64,4800.0,4.53527,1,0.934274494690272
2.5441537,2.128,6780.0,10.5577,1.31,5652.0,4.2,1,0.6985412573871408
5.17958,4.524,7620.0,14.829,1.65,6116.0,4.07,1,0.8975819909866133
4.5768651,3.5592795,10869.4903086,19.1571223,1.78295,6687.0,4.09,1,0.7119605957137627
4.2042078,2.124,12080.0,12.1025,1.07,6781.0,4.54,1,0.7817911020940742
2.8240691,3.808,8970.0,17.7861,1.84,8004.2,4.2,1,0.854798790197922
2.3447752,1.814,15340.0,13.4487,1.04,5515.0,4.39,1,0.9446998808343663
1.3372349,1.7026098,1226.6760556,3.0265786,0.860256,5111.9,4.5,0,0.40167242535464764
4.1117731,2.1575648,22017.8853537,15.4112805,0.916164,5424.8,4.49,1,0.7628356049698579
2.278575,2.159825,13638.9588751,14.7731999,1.21163,4879.0,4.5,1,0.7326277691983691
3.8537616,3.392,18650.0,14.7144,1.06,5697.0,4.39,1,0.8697512814368877
0.7920646,0.466,1464.0,12.9674,0.98,5422.0,4.42223,1,0.6147176268434195
2.8786641,2.207,8710.0,12.863,1.35,6017.0,4.22,1,0.8522910126244178
3.8186276,4.282,3240.0,11.3749,2.03,6090.0,3.88,1,0.8573210581693077
5.6107737,6.3384834,6651.6899169,18.3701736,2.21327,6013.5,4.17,1,0.7361061385761685
3.2633165,5.2814337,5011.5725027,15.0902486,2.08347,6561.0,3.93,1,0.7984392904587333
4.5111234,4.525,11170.0,18.5483,1.71,6540.6,4.26,1,0.5314766448790025
4.4352884,1.89,6410.0,11.2110231,1.38,6245.0,4.24,1,0.761391453811992
2.3506186,2.369,15940.0,12.801,0.97,5593.0,4.46,1,0.9692107508908065
0.9466787,1.09,16490.0,14.6661,1.07,5707.0,4.39,0,0.19382957848837884
12.7060866,2.4782523,5160.2020899,11.4460032,1.10563,6200.5,4.33,0,0.23220540454735045
2.8970202,4.1502336,3080.9239308,10.544,1.23434,8862.0,4.1,0,0.06518169873281972
4.8996461,3.07,10957.0,15.9746,1.5,5940.0,4.23158,1,0.9477211963262009
3.4158668,1.9196262,2841.7825532,19.3376794,2.19052,5986.0,3.66,1,0.5691372655615082
1.13305,1.073,100.0,2.16887,2.1,5883.8,3.77,0,0.21156430924491168
1.6563738,1.741,246.0,1.42047,1.02,5614.1,4.34,0,0.32716411014295543
1.742573,1.962,947.0,3.2459,0.95,5309.7,4.33,0,0.20776753857313268
6.0988471,5.408818,8857.7284148,24.9943945,1.82219,7023.2,4.11,0,0.09045972170039081
1.57363,2.558,710.0,7.59717,1.66,5342.5,4.01,0,0.10231081007680602
10.8458712,3.379,3120.0,21.6846,2.56,6670.3,4.29,0,0.10592476610725397
12.0077462,2.818,2921.0,10.544,1.23434,4990.7,4.33,0,0.4638650285003048
3.6473383,4.4572847,162.7642577,1.9083777,1.47579,5928.0,4.24,0,0.3824978248075026
4.6211026,3.882,11700.0,15.4381,1.45,6531.7,4.29,1,0.9110474597273288
2.0727598,2.619,14761.0,14.2954,1.13,5640.0,4.43703,1,0.9256592039202044
1.41144,2.509,414.379,10.544,1.23434,9208.0,3.85,0,0.03785593438024018
4.829406,2.6761872,8222.9837003,19.9103402,1.95583,5877.5,4.18,1,0.610828922820288
6.89132,5.369,5940.0,11.3151,1.41,5488.0,4.14,1,0.6058472120861152
0.6923563,0.803,810.0,10.6207,1.85,6422.1,3.86,0,0.16761761573430642
4.9064175,6.5416975,1704.6576752,9.7548163,1.98083,7119.5,4.14,1,0.8507906599947698
16.3152,1.992,2500.0,2.23088,0.31,3625.0,4.81,0,0.30356206144788433
0.88958,1.844,1240.0,3.8492,1.11,5586.2,4.21,0,0.08921909688959442
14.5187891,2.897,429.0,3.60283,1.79,5844.8,4.13,1,0.519607006139125
14.6483913,2.352,1323.0,33.3954,5.42,4851.6,4.33,0,0.3034038630454811
3.2242808,4.3100077,868.6214414,8.5752112,2.62415,4866.2,4.33,0,0.16476054933564746
1.1630372,1.4568603,409.6006588,8.4237328,4.0595698,6495.0,3.32048,0,0.3685205815222616
5.3418199,4.99,330.0,5.7387,3.28,6466.2,3.7,1,0.7063511091606348
6.7018963,1.874,950.0,5.02216,1.52,6231.8,4.21,0,0.3580418053055422
1.76447,2.749,2640.0,27.921,5.08,8049.0,3.3,0,0.05069147662637934
12.6534664,4.0982077,27095.439949,20.5105778,1.18915,5394.6,3.77,0,0.12401612712728267
0.6466988,1.0248899,1063.700888,5.8435673,1.71404,6308.3,4.0,0,0.40387609819988163
2.2778177,3.212,880.0,10.544,1.23434,9096.5,4.33,0,0.0924643767821304
0.6227257,1.0110042,565.9410837,6.3159749,2.30849,6390.7,3.83,0,0.0629043571540306
0.4262223,0.5111692,835.5797306,4.3877473,1.4990799,5343.0,4.1,0,0.2526126984028283
3.97195,4.297,7670.0,13.8556,1.55,6535.3,4.2,1,0.5291968197049728
2.6855915,2.0491187,488.2401788,3.5729712,1.51715,5796.0,4.14,0,0.161298630101365
14.278122,8.6972718,827.9264426,8.3566078,2.90324,5105.0,3.39182,1,0.8389884462666729
2.5599667,2.9695871,11049.7594662,17.5040682,1.56996,6432.2,4.11,1,0.9510521624670241
3.217824,1.735,1288.0,5.84702,1.67,5418.0,4.17,0,0.44302576355551293
4.7631,1.838,850.0,4.06445,1.48,6105.1,4.12,0,0.4359634071670075
3.9194856,2.3461465,5155.2335962,10.544,1.23434,5149.0,4.35,1,0.6740511249160962
5.438218,1.675,7830.0,14.7798,1.49,5342.0,4.09,1,0.5514864537411135
2.8319354,3.21,780.0,4.18335,1.48,5408.7,4.33,0,0.18942047878036847
7.6943096,8.903,7400.0,10.544,1.23434,4956.8,4.33,0,0.3436549234916317
17.0614756,3.384,2730.0,17.1048027,2.14183,9184.7,4.09,0,0.13321015385958
6.0783344,4.8904528,16168.288913,16.9877965,1.0,8719.5,4.08,0,0.05710634071675351
1.30924,2.535,3370.0,10.544,1.23434,8832.5,4.26,0,0.08652450580575265
10.2150168,1.9683066,994.1089045,1.4777754,0.447336,3763.0,4.83739,1,0.969793054268713
9.27898,6.514,9020.0,15.0807,1.45,5898.8,4.08,0,0.24446497772477824
2.4763492,3.593,593.0,4.72716,2.14,8749.3,4.33,0,0.10184384027308496
17.1725007,5.016,3610.0,9.89011,1.41,6617.0,4.21,1,0.8528939988353026
6.1110945,4.2566318,1098.152672,5.873208,1.07235,5725.0,4.54,1,0.6446929718614008
0.5646193,1.295,510.0,3.01498,1.3,6237.0,4.24,0,0.02903512601386402
30.7864669,3.466,8750.0,23.8125,2.05,6101.8,4.33,0,0.059276164764422684
7.5043829,4.8967771,12479.7176832,10.544,1.23434,8613.8,4.33,0,0.16459091013572816
2.5861465,1.299,2510.0,11.9748,2.33,5635.4,3.71,0,0.22935766781594566
2.2818488,3.973,1483.0,7.2854,2.15,5368.0,4.33,0,0.15768360289651553
3.4551479,5.7444704,5191.7260014,10.544,1.23434,8046.5,4.12,0,0.08502231655230615
104.8729635,6.554,12183.0,10.223,0.88,5350.0,4.52347,1,0.8812897042312184
3.7899524,5.5268401,4345.4373432,11.7871267,1.10456,5579.5,4.22,0,0.3550876034837437
6.6570835,5.285,7164.0,14.8934,1.73,5805.6,4.13,1,0.6781711096459001
4.31224,2.704,4990.0,12.3576,1.72,5800.55,4.33,1,0.850248624316943
3.9416903,2.537,12840.0,19.6321,1.48,6190.4,4.15,0,0.3962367562119956
4.0337201,3.48,2868.0,11.5159,2.22,7369.0,4.27,1,0.8420252898783672
3.1056464,1.772,800.0,13.2277,4.44,7804.8,3.78,0,0.17959850129573807
7.72433,8.03,7120.0,20.0285,2.32,6249.4,4.19,0,0.0599380585920369
1.8359766,1.062,1073.0,5.11603,1.61,6311.5,4.17,0,0.3113684304738102
1.10833,2.288,1060.0,4.58274,1.4,5972.0,4.08,0,0.12467249758512705
7.2133579,2.345,8814.0,21.2234,1.16,5843.0,4.33,0,0.17095690437333444
8.1382222,3.2797025,3852.0299874,6.1757682,0.951985,5414.0,4.438,1,0.7946232450559859
9.1270519,3.549,4568.0,8.34235,1.18,5400.0,4.43,1,0.782389998876047
3.098367,1.963,496.0,2.47118,1.18,5400.0,4.43,1,0.7749131487353724
2.7435213,1.8047048,1518.9012847,22.0496668,3.9611499,7896.3,3.6,0,0.2936795456377654
2.3330349,3.005,2795.0,15.6213,1.56,5986.5,4.32,0,0.18500094779945878
4.088721700000001,3.529,3860.0,15.7171,2.46,7043.2,3.98,1,0.7677044920146293
1.79988,3.518,180.0,3.32197,2.46,6136.9,3.85,0,0.23078902251470204
17.3057923,4.1729767,2807.066874,12.4978402,2.2275901,6995.5,4.1,1,0.8562018910645565
6.40938,2.356,280.0,10.1474,8.3,4650.0,2.54,0,0.1532783017774688
4.088721700000001,9.1654068,912.2762923,3.1563904,0.895408,5249.0,4.48682,1,0.883928146944058
723.8345008,7.382946,3119.2983693,13.1361697,1.94771,5463.0,3.77778,0,0.20326732969036643
1071.0898448,2.1734134,865.169438,2.2407785,0.701499,4755.33,4.62683,1,0.9172622748234027
52.9781419,4.7965246,6347.2690959,11.4471492,1.33031,6461.8,4.35,1,0.9107496249665703
5.8492379,3.257,109.0,1.18919,1.33,6461.8,4.35,1,0.9423156559009768
1134.6723963,8.6844623,11679.2159464,11.7582195,1.0735199,5842.0,4.39929,1,0.9413674539733679
11.5778362,3.8772499,217.3994918,1.5422129,1.02607,5739.0,4.51,1,0.9293201489681812
27.5920718,3.2743016,555.3352929,2.7050278,1.02607,5739.0,4.51,1,0.9731594714846108
4.088721700000001,3.5341354,195.1972939,1.6208326,1.02607,5739.0,4.51,1,0.9185219825582258
3.0565259,4.145,8800.0,15.1633,1.6,5981.0,4.07,1,0.9484274911520346
2.6162769,1.134893,1120.6014184,1.0972867,0.325635,3352.0,4.8984,1,0.9860583498132922
4.8099755,6.696,6965.0,22.6223,2.65,6417.0,3.7,0,0.2309781072077762
3.3491408,1.207,7210.0,5.37673,0.32,3223.0,4.89993,1,0.9204799710039654
6.8161105,2.718,1377.0,2.98458,0.84,5175.0,4.54,1,0.8795189522496464
2.4590369,1.862,1179.0,2.74738,0.84,5175.0,4.54,1,0.8103517914849752
25.3369848,3.214,1330.0,3.23582,0.84,5175.0,4.54,1,0.9632507609157795
5.49826,2.04,12929.0,16.2801,1.34,6362.6,4.33,1,0.5594724083258826
7.4355709,2.3450321,1310.6803156,2.2761564,0.622512,4218.9,4.67,1,0.8344688779580857
15.3468182,6.425,665.0,3.99579,1.8,5588.0,3.92293,1,0.8781968211148747
1.7386695,1.1898354,13710.7615026,9.455763,0.820258,4746.0,4.52746,1,0.7385096261583959
5.633477,4.132,5651.0,13.2583,1.7,6412.8,4.09,1,0.9396155541477613
3.9415041,2.866,21330.0,13.8352,0.92,5729.0,4.52,1,0.9592469371910781
0.4487349,2.8757897,3572.0328032,5.8054498,0.627144,3975.0,4.62844,0,0.02604565272700379
11.1900486,2.9741507,567.7989939,1.6608182,0.695992,4958.0,4.66667,1,0.9607231280150783
2.8758831,3.14,3152.0,8.33267,1.46,6084.0,4.17,0,0.4992212693916535
8.8720542,3.6593396,6144.296801,11.9849813,1.47996,6042.0,4.15,1,0.9571367181910063
7.1925327,2.551,1180.0,2.5719,0.77,5050.0,4.59,1,0.9132312343255713
1.46329,2.431,750.0,3.54656,1.28,6168.0,4.29,0,0.08844648344813733
0.77871,1.458,670.0,6.16036,2.25,7751.0,4.0,0,0.09344279311546524
2.57134,3.824,920.0,10.7406,3.56,7125.0,3.54,0,0.13614824560204733
51.94509,8.094,2534.0,0.705818,0.23,3203.0,5.01682,1,0.745387825115314
1.3254567,0.975,3365.0,14.4076,2.29,5778.0,3.74,0,0.10826875343124963
5.7156075,4.0584797,12240.9298817,13.6015651,1.18444,6664.0,4.44,1,0.732193059227442
17.0096703,2.228,4730.0,13.5294,1.5,6542.0,4.33,0,0.23063796919511353
18.8243063,4.397,1915.0,8.51397,1.95,7014.0,4.05,1,0.6352741605223601
2.89453,3.327,550.0,6.20845,2.68,9714.0,3.98,0,0.07477293424277875
8.51226,3.068,620.0,5.90105,2.35,9387.0,4.33,0,0.3216739144227162
1.261045,1.246,384.0,4.24615,2.18,6549.0,3.89,0,0.2623086741862969
11.1516668,4.623,580.0,2.91771,1.19,6319.0,4.38,1,0.7837258696047648
5.5470937,3.4350999,550.6948044,2.8717764,1.1913199,6319.0,4.38,1,0.8618533096179953
3.7321195,5.738,4180.0,19.158,2.8,6570.0,3.68,0,0.256234165571567
11.2479927,3.142,1277.0,4.96692,1.48,6308.0,4.19,1,0.5337415234575918
43.8297863,4.3011392,647.2685163,2.8243863,1.03654,5605.0,4.39973,1,0.9507246797838069
3.8608551,2.571,14670.0,11.2224,0.92,5019.0,4.43,1,0.916465105113424
1.37477,1.601,960.0,3.0101,1.02,5825.0,4.44,0,0.2668628744647714
2.41872,2.685,1160.0,7.23529,2.16,6535.0,3.9,0,0.118245656774808
12.0135752,4.274,1171.0,3.7307,1.23,6178.0,4.33,1,0.6627515094755433
4.1207509,2.158,973.0,7.46471,2.38,9953.0,4.09,0,0.12779096176832958
9.07763,5.928,5912.0,12.6842,1.72,6125.9,4.03,1,0.8831458417597093
1.4971447,2.4024159,16266.2491958,16.2528494,1.2431901,6081.0,4.31,1,0.7001246552499839
7.4072602,3.019,14765.0,14.7857,1.14,5887.0,4.35,0,0.4500019924272402
13.7905315,3.301,1140.0,2.60168,0.76,5021.6,4.6,1,0.9364521497921164
5.30329,3.707,1200.0,11.7443,3.48,6054.7,3.41,1,0.5720831540259158
4.2529842,3.138,283.0,2.26991,1.45,6222.5,4.06,1,0.8671287230754072
13.5970194,2.781,604.0,2.03572,0.88,5985.0,4.59,1,0.9183930849421583
1.1633325,1.7800569,384.9566815,5.5717234,2.61707,11265.0,4.07,0,0.26412874204812065
1.62263,1.555,1630.0,4.33692,1.01,5016.1,4.33,0,0.24022281550599175
4.27808,1.9576205,1096.6013542,17.8096125,5.2787499,4772.0,4.33,0,0.2503957097663262
3.5684459,2.934,939.0,5.87762,2.08,8124.0,4.33,0,0.15250331970973294
4.6981739,2.36,7417.0,31.434,1.61,6782.0,4.33,0,0.08072303973731061
10.2207,3.848,300.0,2.95608,1.72,6748.7,4.13,0,0.43560986811928526
5.5986337,5.3892498,2541.1751726,9.9822897,1.83732,6081.3,4.33,1,0.8253230082746444
1.51567,2.281,750.0,14.18,4.96,4963.0,4.33,0,0.08647175641495203
3.7543552,1.878,470.0,4.6716,1.75,8398.0,4.27,0,0.12417562552040863
0.7363132,0.6736853,1322.5461054,1.5332682,0.351676,3358.0,4.438,1,0.9578539311963724
2.2657506,3.419,388.0,8.00485,4.14,10125.0,3.62,0,0.09388221962509419
1.45655,1.51,580.0,1.83776,0.7,4475.0,4.59,0,0.3876323919032229
4.04163,1.719,3100.0,13.1608,2.36,6895.0,3.87,0,0.19074242755439158
21.07626,2.124,1890.0,11.6504,2.46,7577.0,3.9,1,0.6182114557976941
8.8036803,2.997,8360.0,8.9006,0.94,5701.0,4.47,1,0.8527730470207774
4.088721700000001,12.5551812,1341.1309509,10.443271,2.7564499,5701.43,3.56597,0,0.4373041845965154
1.76442,2.749,8800.0,23.0,2.26,9277.7,4.33,0,0.2685235172665371
8.8128067,2.325,787.0,2.33219,0.88,5491.0,4.5359,1,0.8799113711967012
7.7690887,2.6251447,1416.7912077,2.3663308,0.542573,3700.0,4.70036,1,0.9142497454120171
5.9214229,2.4606208,140.4285921,1.0470381,0.823126,5268.0,4.56138,1,0.8565165418916121
5.6492853,4.0424046,44346.559983,26.5608527,1.21025,5963.0,4.31132,0,0.06533421401570173
6.3839247,1.5808909,358.7464972,2.2843976,1.16353,5849.0,4.33017,1,0.5998587031258978
5.6739336,2.8074156,641.2779235,2.587582,1.00286,5873.3,4.46212,1,0.8925353716242045
3.167981,1.352,970.0,10.544,1.23434,3546.0,4.93943,1,0.5087875509921651
53.1991439,6.2024225,591.4602835,2.8396233,1.15632,5729.0,4.32178,1,0.7487915981893306
177.5830512,4.7901443,456.0908234,3.5953731,1.59978,6594.0,4.16825,1,0.740167511906115
4.7981694,2.1425123,1051.0675882,2.3133532,0.667797,4065.0,4.59496,1,0.8981989910544594
10.3563596,3.4814933,923.942127,2.4103206,0.772148,5149.6,4.6,1,0.8747552097496437
35.1257472,2.839,2066.0,3.17021,0.77,5149.6,4.6,1,0.9433501020677344
21.0153047,4.315,2072.0,3.78219,0.77,5149.6,4.6,1,0.8781529880279889
6.1155829,1.941,322.0,1.56167,0.85,5284.0,4.54246,1,0.9554893753328102
6.2772478,1.5325014,910.5215536,2.5385441,0.800741,5244.0,4.58339,1,0.6928895203335793
1.4923179,1.1558314,669.71826,1.2607994,0.480553,3577.0,4.75448,1,0.9666252482867025
9.3174113,1.7011801,1790.5546209,2.0623382,0.480553,3577.0,4.75448,1,0.9207982670540303
22.4586196,7.1989719,445.0003089,2.1229458,0.978381,5493.0,4.43001,1,0.9213694104398479
63.5809449,3.6561358,1446.5029644,3.0597346,0.72252,4868.0,4.61964,1,0.841767843711376
10.5054362,2.4850401,1320.6016253,1.947929,0.515547,3742.0,4.72382,1,0.9202796977480425
5.1097197,1.6354976,540.1814411,1.3996848,0.515547,3742.0,4.72382,1,0.9477092959229696
30.2004765,4.517,520.0,2.6056,1.15,6004.0,4.36245,1,0.8796020938693213
17.969639,4.238817,1231.0381518,3.0570342,0.767286,4410.0,4.507,1,0.9692219513576884
6.0784031,2.117,1810.0,2.07448,0.47,3630.0,4.76664,1,0.9016976915629032
8.1490285,2.3210553,2850.6795113,2.5781465,0.466766,3630.0,4.76664,1,0.637775451306646
4.088721700000001,6.7940415,1885.160909,3.4610442,0.799051,5134.0,4.57244,1,0.8236521108604102
41.7540004,4.491,820.0,2.75297,0.91,5337.0,4.48036,1,0.9553937702034712
20.261655,2.9685197,612.9485468,2.4206095,0.914083,5337.0,4.48036,1,0.933400598802187
4.088721700000001,16.0960466,548.082765,2.2664482,0.953815,5647.0,4.48001,1,0.9076230829682136
124.72987,7.2967692,1781.9160024,3.5130935,0.831423,4902.0,4.5026,1,0.8954849208611909
49.9950015,5.109,1080.0,2.65286,0.78,5274.27,4.61038,1,0.743414097414781
4.3794298,1.6639354,969.6957616,2.3149088,0.742779,4892.0,4.50955,1,0.7248772120020879
230.92212,15.8602661,284.9247434,3.6785805,2.1204,6395.0,3.89312,1,0.9251035195401556
177.2188871,5.5590645,294.429628,2.0323111,1.15025,5809.0,4.33351,1,0.6279891575848818
4.3032642,2.5737232,710.7656808,2.66568,1.05,5468.73,4.37458,1,0.8324325951598066
53.8108713,4.2655099,965.1696621,2.2249096,0.730261,4455.0,4.55621,1,0.8797875348659341
18.7931749,1.09889,1844.6985474,1.7151271,0.376775,3457.0,4.84825,1,0.9573657095715356
17.664866,2.7644951,736.3925122,1.2984859,0.463205,3746.0,4.76979,1,0.9631344647152839
28.1722501,3.3983448,950.5653623,1.4475246,0.463205,3746.0,4.76979,1,0.954390794860728
3.1190716,1.1585974,2964.5828911,1.6229796,0.247331,3285.0,4.98992,1,0.9837257181415001
6.3878202,1.4551851,5857.0164704,2.041471,0.247331,3285.0,4.98992,1,0.8850302483157796
1.7890217,1.9190564,391.6251669,1.6741803,0.791524,5264.0,4.59586,0,0.3701599917846134
4.088721700000001,12.4131426,230.8387014,2.4661884,1.5457799,7788.0,4.32577,1,0.8866057122224669
19.5078657,4.603,1770.0,3.92839,0.71,4316.0,4.56,1,0.8955936589167989
9.0105414,1.8443264,4125.0713,2.1513682,0.330146,3275.0,4.438,1,0.8680466394628711
23.6573994,2.308778,1180.9350567,3.0681221,0.846615,5535.0,4.57126,1,0.9538971466191495
9.0753271,3.6156842,586.9172699,2.5831328,0.997589,5619.0,4.44,1,0.8207087506401557
6.7060238,1.6782365,542.9365808,2.12647,0.807811,5292.0,4.58201,1,0.8717207157371832
4.088721700000001,3.3394704,1474.5340825,3.219425,0.807811,5292.0,4.58201,1,0.8197728244737061
2.6620728,1.7235054,220.9994213,1.2172175,0.799716,4884.0,4.54,1,0.8565473714464041
20.2926468,3.7402567,319.9395199,1.7004976,0.799716,4884.0,4.54,1,0.8120895652838763
3.2723118,1.815,464.0,1.46772,0.72,4907.0,4.62,1,0.9293044259942561
5.904369,2.653,351.0,1.35959,0.72,4907.0,4.62,1,0.956071964302037
15.1808746,2.808,689.0,1.86864,0.72,4907.0,4.62,1,0.9129987449900284
1.9803146,1.66,306.0,1.16969,0.72,4907.0,4.62,1,0.7609259003434943
9.56111,3.0128111,381.556764,1.6790876,0.723757,4907.0,4.62,1,0.9136085937050694
15.9152686,1.1393111,652.5574248,2.2277479,0.821067,4718.0,4.49012,1,0.8610373176690165
0.6332593,0.8622011,1191.4597195,5.3027904,0.976212,5590.0,4.45374,0,0.08074581609490993
2.45457,2.39,19250.0,14.183,0.97,5565.0,4.45,1,0.9352952006238721
6.8019625,2.9121651,15465.6374163,29.3148832,1.42268,6300.0,4.22,0,0.06876535615745562
0.67249,1.801,7890.0,15.7288,1.7,6647.0,4.12,0,0.24453451652367156
6.5638575,1.7124147,2132.1775602,7.6270781,1.08871,5873.97,4.35182,0,0.2659789922803784
32.76639,6.089,500.0,3.20531,1.39,6073.0,4.21,0,0.3264902086687737
1.2680452,1.027,538.0,2.24707,0.95,5477.0,4.46,0,0.4133172114121525
14.0120582,5.9348633,751.5203056,4.4835127,1.58046,7184.0,4.25,1,0.7487280913120877
155.8237,10.641846,1164.4006092,5.5521957,1.58046,7184.0,4.25,1,0.965429696061052
5.24612,4.194,1030.0,5.61881,1.76,5286.9,4.33,1,0.6941803155794801
6.2099619,4.49,4090.0,14.369,2.1,6382.0,3.9,1,0.8531877453554119
3.6944323,4.915,312.0,3.05838,2.11,8153.0,4.09,0,0.17289946617767257
5.3089937,5.876,531.0,3.29803,1.65,6927.0,4.18,0,0.3588690329013557
28.6620782,4.351,2600.0,12.4971,1.72,6280.0,4.05,0,0.29415260179012215
2.34483,1.417,370.0,4.2647,2.13,6398.0,3.89,0,0.13373980026061108
7.2008611,2.03,50063.0,12.0629,0.5,3606.0,4.74,1,0.8011659110490461
0.3352715,0.7189856,19687.8213975,4.4688,0.3,3332.0,4.94964,0,0.0767018119460583
5.7998189,1.014374,8567.3390223,2.6346124,0.240233,3179.0,4.99978,1,0.9101413736033804
2.3195654,2.0259086,19508.6953576,12.4030722,0.628365,4325.66,4.438,1,0.8789213377098638
3.5852284,3.0197224,16909.228538,14.5431829,1.06725,5852.0,4.40684,1,0.8773662437270789
10.3088514,3.8012836,2122.245998,4.0217464,0.843702,5432.0,4.56341,1,0.8453324025416771
3.5539283,3.6341388,9368.3887704,21.2028076,2.0085199,6184.0,3.9042,1,0.7153462137019546
5.0316347,5.265,4912.0,15.3999,2.16,6350.0,3.87,1,0.9051269736213713
1.306188,1.4177746,24746.2794438,16.758883,0.820181,5489.0,4.59342,1,0.5524272863103468
5.5080682,2.6399995,21584.7573167,10.7299795,0.740113,4790.0,4.58765,1,0.9010063310741091
16.3413889,5.3764481,372.0970618,2.629079,1.12506,5991.11,4.37711,1,0.8924204520112595
4.627664,2.306,6190.0,14.3694,1.55,6727.6,4.22,1,0.5264055699726042
23.5199045,3.222,1243.0,2.30502,0.67,4566.4,4.93,1,0.9500804818010645
7.7565534,2.4341043,286.2558604,1.1359985,0.672062,4566.4,4.93,1,0.9716191152446013
5.0052605,4.9057646,7641.404098,13.6314528,1.46701,6115.0,4.16703,1,0.8520393002037178
1.8468345,2.565,13237.0,16.4012,1.36,6352.0,4.27,1,0.7875104790145389
3.2440454,3.6774272,15011.9381969,21.0498466,1.38951,5703.0,4.16,0,0.49342890470159345
3.8266587,2.0605848,1181.8154296,2.4536347,0.716312,4175.0,4.54,1,0.916724073964474
9.2292078,2.817,1606.0,3.21883,0.77,4406.0,4.50428,1,0.8977980183286505
95.8531625,5.024,5975.0,5.95763,0.77,4406.0,4.50428,1,0.9214231298822712
2.7884723,2.9462464,14467.6854046,13.9432645,1.12956,5833.0,4.35385,1,0.8876271178732714
7.8519082,1.6318726,3873.9591492,2.1705803,0.34388,3384.0,4.87998,1,0.9057952780104208
14.1502269,3.8264451,41358.8663923,18.6317683,0.873952,4882.0,4.45655,0,0.11349851534327036
1.4821845,2.5956827,16269.2562793,27.5079498,1.31284,6835.31,4.37191,0,0.4495270342350242
1.4013784,1.7042715,19735.2001267,13.9977478,0.934977,4984.0,4.41028,1,0.8992271422512298
18.5537012,3.438,448.0,1.57606,0.8,5346.2,4.6,1,0.9693299072887569
9.695961,2.772,122.0,0.808552,0.8,5346.2,4.6,1,0.9189410545013524
2.4706114,1.794486,14310.7159758,13.7703405,1.01613,5854.0,4.45,1,0.9101142873713272
18.2616878,3.434,971.0,2.85973,0.94,5674.0,4.49483,1,0.9422785482589463
9.3004351,2.3510062,1595.2088627,1.5550304,0.363966,3472.0,4.86042,1,0.8293683098974607
5.5899401,5.032,3840.0,12.1202,1.95,7437.0,4.09,1,0.9504808743478523
37.3415931,5.351,766.0,2.1417,0.88,5452.0,4.53224,1,0.943056083339029
10.2611329,7.369,1900.0,12.2521,2.78,6202.0,3.63,1,0.8537470327730873
5.8924856,3.134,4530.0,17.4655,2.13,7272.0,4.0,1,0.7879267318066191
26.2049782,5.8635323,5593.1821784,10.15497,1.3363301,6115.0,4.25,1,0.8912985981066032
23.48522,3.546,6020.0,14.0152,1.51,5930.0,4.11,0,0.252436071277484
0.5842495,0.559,1041.0,5.50799,1.34,6020.0,4.18,0,0.43405638096743254
26.2851404,2.7692779,975.2076991,3.082863,0.96445,5821.0,4.44094,1,0.9429418169567173
2.2263798,2.863,1270.0,6.51393,1.84,6446.3,4.03,0,0.15426165355084065
15.64643,7.75,6010.0,16.1126,1.95,5660.0,3.86,0,0.16478281769727557
